delivery_id,order_id,delivery_status,delivery_time,rider_id
167,167,Not Delivered,03:14:03,26
168,168,Delivered,05:33:08,31
169,169,Delivered,06:15:25,22
170,170,Delivered,10:53:27,18
171,171,Delivered,03:46:12,20
172,172,Delivered,12:15:46,29
173,173,Delivered,09:30:49,30
174,174,Delivered,00:21:10,6
175,175,Delivered,09:37:10,33
176,176,Delivered,06:30:09,1
177,177,Delivered,06:11:33,34
178,178,Delivered,07:32:26,29
179,179,Delivered,01:30:28,29
180,180,Delivered,06:06:56,16
181,181,Delivered,05:19:35,16
182,182,Delivered,09:12:26,29
183,183,Delivered,00:29:04,31
184,184,Delivered,00:27:25,27
185,185,Not Delivered,03:40:52,12
186,186,Delivered,03:08:34,25
187,187,Delivered,11:40:57,18
188,188,Delivered,07:19:56,32
189,189,Delivered,05:52:56,8
190,190,Delivered,02:54:09,33
191,191,Delivered,09:10:24,14
192,192,Delivered,00:33:59,33
193,193,Delivered,00:53:44,13
194,194,Delivered,06:43:20,21
195,195,Delivered,05:16:12,9
196,196,Delivered,10:59:23,32
197,197,Delivered,06:39:04,2
198,198,Delivered,11:03:37,27
199,199,Delivered,04:53:05,12
200,200,Not Delivered,09:07:13,24
201,201,Delivered,12:50:03,18
202,202,Delivered,00:13:45,23
203,203,Delivered,08:46:39,32
204,204,Delivered,02:55:07,1
205,205,Delivered,10:21:47,27
206,206,Delivered,04:56:09,21
207,207,Delivered,03:09:58,4
208,208,Delivered,03:38:58,32
209,209,Delivered,05:36:01,26
210,210,Delivered,12:14:55,34
211,211,Delivered,05:20:40,10
212,212,Delivered,07:14:02,13
213,213,Delivered,11:02:36,23
214,214,Delivered,06:39:06,4
215,215,Delivered,10:13:20,4
216,216,Delivered,09:58:29,17
217,217,Delivered,07:30:07,20
218,218,Delivered,12:22:44,20
219,219,Delivered,00:43:31,10
220,220,Delivered,12:10:51,22
221,221,Delivered,04:44:43,34
222,222,Delivered,02:45:01,5
223,223,Delivered,00:01:09,22
224,224,Delivered,09:19:51,23
225,225,Delivered,05:41:45,10
226,226,Delivered,04:42:41,1
227,227,Delivered,08:53:13,13
228,228,Delivered,04:29:03,2
229,229,Delivered,07:57:37,14
230,230,Delivered,12:26:30,34
231,231,Delivered,04:53:21,29
232,232,Delivered,07:41:36,8
233,233,Delivered,05:02:36,34
234,234,Delivered,09:31:08,5
235,235,Delivered,11:15:36,14
236,236,Delivered,04:45:22,34
237,237,Delivered,12:06:15,2
238,238,Delivered,12:45:37,27
239,239,Delivered,03:04:05,17
240,240,Delivered,00:19:53,15
241,241,Delivered,11:47:24,12
242,242,Delivered,00:13:40,25
243,243,Delivered,03:45:54,34
244,244,Delivered,09:53:58,1
245,245,Delivered,11:22:12,8
246,246,Not Delivered,06:58:23,11
247,247,Delivered,12:41:12,24
248,248,Delivered,04:34:39,29
249,249,Delivered,01:09:22,26
250,250,Delivered,02:29:18,11
251,251,Delivered,04:00:51,7
252,252,Delivered,02:23:20,1
253,253,Not Delivered,08:55:06,5
254,254,Delivered,07:28:10,5
255,255,Delivered,12:34:02,28
256,256,Delivered,01:17:00,34
257,257,Delivered,02:45:36,5
258,258,Delivered,02:55:29,15
259,259,Delivered,06:26:02,16
260,260,Delivered,05:28:54,11
261,261,Delivered,11:56:07,5
262,262,Delivered,07:32:19,4
263,263,Delivered,00:50:00,34
264,264,Delivered,00:09:23,30
265,265,Delivered,01:12:51,27
266,266,Delivered,06:50:53,25
267,267,Not Delivered,12:09:31,20
268,268,Delivered,12:21:16,6
269,269,Delivered,12:16:02,33
270,270,Delivered,01:48:24,10
271,271,Delivered,03:30:15,15
272,272,Delivered,01:50:13,8
273,273,Delivered,01:21:13,17
274,274,Delivered,03:21:34,18
275,275,Delivered,07:48:29,19
276,276,Delivered,09:44:37,26
277,277,Delivered,08:24:42,33
278,278,Delivered,11:55:24,18
279,279,Delivered,08:07:17,10
280,280,Delivered,05:44:09,3
281,281,Delivered,03:33:28,33
282,282,Delivered,00:48:58,2
283,283,Delivered,04:00:46,4
284,284,Delivered,02:05:17,18
285,285,Delivered,10:58:03,23
286,286,Delivered,01:25:02,11
287,287,Delivered,02:38:31,1
288,288,Delivered,05:07:17,8
289,289,Delivered,03:54:33,24
290,290,Delivered,10:14:14,22
291,291,Delivered,01:14:20,33
292,292,Delivered,10:48:20,26
293,293,Delivered,04:40:14,24
294,294,Delivered,03:43:57,11
295,295,Delivered,04:52:25,31
296,296,Delivered,07:43:46,21
297,297,Delivered,11:33:58,12
298,298,Delivered,07:42:51,17
299,299,Delivered,12:16:21,28
300,300,Delivered,03:47:23,13
301,301,Delivered,10:09:14,15
302,302,Delivered,11:38:21,27
303,303,Delivered,07:42:17,32
304,304,Delivered,03:38:04,6
305,305,Delivered,00:51:07,32
306,306,Not Delivered,06:42:24,5
307,307,Delivered,02:17:00,11
308,308,Delivered,11:51:12,4
309,309,Delivered,07:23:31,28
310,310,Delivered,02:00:25,24
311,311,Delivered,12:08:46,19
312,312,Delivered,01:31:01,17
313,313,Delivered,08:48:10,10
314,314,Delivered,06:30:09,25
315,315,Delivered,03:04:33,8
316,316,Delivered,03:05:51,22
317,317,Delivered,07:28:11,18
318,318,Delivered,00:33:51,30
319,319,Delivered,06:38:21,9
320,320,Delivered,08:24:06,20
321,321,Delivered,07:46:17,9
322,322,Delivered,05:42:35,2
323,323,Delivered,10:29:34,1
324,324,Delivered,10:54:11,33
325,325,Delivered,11:01:20,10
326,326,Delivered,10:03:14,1
327,327,Delivered,04:52:35,4
328,328,Delivered,08:44:14,8
329,329,Delivered,06:50:56,31
330,330,Delivered,11:24:04,31
331,331,Delivered,07:05:30,31
332,332,Delivered,08:21:51,15
333,333,Delivered,03:31:43,13
334,334,Delivered,07:35:53,19
335,335,Not Delivered,04:56:22,17
336,336,Delivered,07:41:48,33
337,337,Delivered,02:57:33,12
338,338,Delivered,01:06:05,18
339,339,Delivered,03:39:50,10
340,340,Delivered,00:20:50,31
341,341,Delivered,07:28:13,16
342,342,Delivered,05:59:56,13
343,343,Delivered,04:01:05,26
344,344,Delivered,07:58:10,3
345,345,Delivered,11:17:26,18
346,346,Delivered,05:46:21,25
347,347,Delivered,07:30:48,1
348,348,Delivered,12:54:08,25
349,349,Delivered,09:05:17,28
350,350,Delivered,06:11:15,15
351,351,Delivered,12:14:32,15
352,352,Delivered,06:25:22,8
353,353,Delivered,11:01:00,29
354,354,Delivered,11:03:51,30
355,355,Delivered,04:51:07,20
356,356,Delivered,02:26:42,33
357,357,Delivered,01:21:25,7
358,358,Delivered,09:06:26,8
359,359,Not Delivered,08:37:37,27
360,360,Delivered,11:58:00,21
361,361,Delivered,00:38:35,33
362,362,Delivered,06:18:08,34
363,363,Delivered,04:20:21,33
364,364,Delivered,03:40:44,34
365,365,Delivered,07:01:27,2
366,366,Delivered,09:28:28,30
367,367,Delivered,07:56:39,20
368,368,Delivered,06:30:03,33
369,369,Delivered,09:51:37,6
370,370,Delivered,00:30:32,4
371,371,Delivered,12:44:53,16
372,372,Delivered,00:35:53,15
373,373,Delivered,01:08:29,34
374,374,Delivered,07:03:21,19
375,375,Delivered,08:15:41,1
376,376,Delivered,11:30:17,21
377,377,Delivered,05:24:41,17
378,378,Not Delivered,07:39:15,31
379,379,Not Delivered,07:49:41,31
380,380,Delivered,02:29:58,28
381,381,Delivered,08:58:27,11
382,382,Delivered,12:01:20,22
383,383,Delivered,12:05:06,33
384,384,Delivered,03:10:16,4
385,385,Delivered,12:31:39,9
386,386,Not Delivered,10:43:22,13
387,387,Delivered,04:57:13,4
388,388,Delivered,00:55:50,17
389,389,Delivered,01:13:00,3
390,390,Delivered,12:01:57,22
391,391,Delivered,02:28:16,3
392,392,Delivered,03:05:16,25
393,393,Delivered,02:02:39,4
394,394,Delivered,06:49:45,25
395,395,Delivered,06:26:56,14
396,396,Delivered,09:11:10,2
397,397,Delivered,00:38:37,26
398,398,Delivered,01:01:37,6
399,399,Delivered,08:14:45,26
400,400,Delivered,08:56:18,28
401,401,Delivered,04:08:31,32
402,402,Delivered,00:35:54,16
403,403,Delivered,12:22:47,34
404,404,Delivered,10:10:04,30
405,405,Delivered,11:33:40,9
406,406,Delivered,09:22:11,33
407,407,Delivered,04:18:02,5
408,408,Delivered,11:32:58,28
409,409,Delivered,10:47:22,2
410,410,Delivered,07:35:33,21
411,411,Not Delivered,00:40:42,27
412,412,Delivered,07:00:59,4
413,413,Delivered,04:14:06,1
414,414,Delivered,12:44:36,8
415,415,Delivered,11:50:22,15
416,416,Delivered,09:38:45,26
417,417,Delivered,12:03:25,27
418,418,Delivered,06:40:16,4
419,419,Delivered,01:35:19,34
420,420,Delivered,02:30:52,13
421,421,Delivered,12:45:21,10
422,422,Delivered,09:18:17,33
423,423,Delivered,12:38:34,9
424,424,Delivered,04:33:59,18
425,425,Delivered,07:35:28,7
426,426,Delivered,02:59:50,17
427,427,Delivered,05:02:07,32
428,428,Delivered,06:19:38,31
429,429,Delivered,10:43:54,25
430,430,Delivered,04:52:30,19
431,431,Delivered,01:01:21,16
432,432,Delivered,09:54:46,25
433,433,Delivered,06:18:02,17
434,434,Delivered,09:47:26,18
435,435,Delivered,01:34:52,31
436,436,Delivered,03:18:50,12
437,437,Delivered,03:07:15,13
438,438,Delivered,11:41:40,30
439,439,Not Delivered,03:49:02,2
440,440,Delivered,02:05:29,9
441,441,Delivered,09:35:01,27
442,442,Delivered,01:23:52,10
443,443,Delivered,08:30:50,26
444,444,Delivered,01:18:18,4
445,445,Delivered,08:14:08,7
446,446,Delivered,12:02:49,24
447,447,Delivered,10:37:16,10
448,448,Not Delivered,09:21:29,29
449,449,Delivered,12:25:09,8
450,450,Delivered,11:09:37,16
451,451,Delivered,05:27:26,22
452,452,Delivered,00:36:29,33
453,453,Delivered,04:58:20,25
454,454,Delivered,00:19:04,34
455,455,Delivered,07:29:04,8
456,456,Delivered,02:05:00,22
457,457,Delivered,10:38:09,8
458,458,Delivered,11:30:56,17
459,459,Not Delivered,09:20:31,30
460,460,Delivered,05:49:17,34
461,461,Delivered,06:08:47,12
462,462,Delivered,10:30:39,15
463,463,Delivered,09:01:14,7
464,464,Delivered,01:28:48,9
465,465,Delivered,04:09:06,23
466,466,Delivered,12:32:42,24
467,467,Delivered,07:30:49,28
468,468,Delivered,07:54:57,34
469,469,Delivered,12:03:43,20
470,470,Delivered,04:20:54,1
471,471,Delivered,02:17:53,31
472,472,Delivered,01:00:16,33
473,473,Delivered,07:53:00,25
474,474,Delivered,02:29:44,4
475,475,Not Delivered,09:20:02,11
476,476,Not Delivered,06:24:15,27
477,477,Delivered,11:24:49,9
478,478,Delivered,06:10:36,8
479,479,Delivered,03:52:11,33
480,480,Delivered,09:20:34,21
481,481,Delivered,11:32:00,13
482,482,Not Delivered,01:37:29,19
483,483,Delivered,10:27:30,3
484,484,Delivered,00:49:45,16
485,485,Delivered,05:54:39,21
486,486,Delivered,05:44:16,12
487,487,Delivered,10:11:17,24
488,488,Delivered,08:24:25,27
489,489,Delivered,08:00:19,9
490,490,Delivered,10:51:00,25
491,491,Delivered,10:27:00,21
492,492,Delivered,08:09:41,6
493,493,Delivered,01:03:59,20
494,494,Delivered,02:49:27,31
495,495,Delivered,08:52:19,18
496,496,Delivered,04:07:57,32
497,497,Delivered,11:59:11,20
498,498,Delivered,08:56:24,9
499,499,Delivered,01:02:44,4
500,500,Delivered,00:25:23,21
501,501,Delivered,07:38:43,17
502,502,Delivered,12:02:03,17
503,503,Delivered,08:34:27,18
504,504,Delivered,04:31:26,12
505,505,Delivered,01:47:13,13
506,506,Delivered,07:58:19,31
507,507,Delivered,06:34:26,19
508,508,Delivered,07:52:13,4
509,509,Delivered,03:46:04,8
510,510,Delivered,06:23:45,19
511,511,Delivered,00:01:39,24
512,512,Delivered,04:40:31,11
513,513,Delivered,08:56:45,30
514,514,Delivered,07:43:38,5
515,515,Delivered,00:42:32,4
516,516,Not Delivered,08:04:14,10
517,517,Delivered,12:55:51,18
518,518,Delivered,05:53:10,1
519,519,Delivered,09:34:00,12
520,520,Delivered,03:45:08,28
521,521,Delivered,11:25:31,27
522,522,Delivered,07:19:35,10
523,523,Delivered,00:26:18,16
524,524,Delivered,03:27:38,25
525,525,Delivered,02:31:07,28
526,526,Delivered,12:37:04,8
527,527,Delivered,07:27:18,13
528,528,Delivered,05:55:42,15
529,529,Delivered,11:51:31,31
530,530,Delivered,06:16:56,11
531,531,Delivered,09:03:04,29
532,532,Delivered,09:22:32,33
533,533,Delivered,06:58:00,24
534,534,Delivered,12:55:21,22
535,535,Delivered,04:05:58,7
536,536,Delivered,09:59:09,8
537,537,Delivered,03:43:43,7
538,538,Not Delivered,03:53:56,1
539,539,Delivered,01:05:24,5
540,540,Delivered,01:17:02,33
541,541,Delivered,01:25:59,13
542,542,Delivered,02:06:21,4
543,543,Delivered,01:24:53,10
544,544,Delivered,04:02:46,23
545,545,Delivered,05:59:08,4
546,546,Delivered,04:15:26,6
547,547,Delivered,05:06:19,10
548,548,Delivered,09:24:46,1
549,549,Delivered,06:19:55,28
550,550,Delivered,08:15:36,9
551,551,Not Delivered,00:06:35,24
552,552,Delivered,10:26:42,14
553,553,Delivered,03:23:55,25
554,554,Delivered,09:21:55,27
555,555,Delivered,07:32:42,20
556,556,Delivered,09:41:33,29
557,557,Delivered,08:06:52,24
558,558,Delivered,04:16:21,15
559,559,Delivered,09:07:01,20
560,560,Delivered,10:55:38,7
561,561,Delivered,00:47:11,16
562,562,Delivered,11:22:42,4
563,563,Delivered,11:58:04,10
564,564,Delivered,05:42:25,9
565,565,Delivered,05:50:34,24
566,566,Delivered,04:31:53,3
567,567,Delivered,12:53:42,2
568,568,Delivered,06:19:41,16
569,569,Delivered,03:33:16,32
570,570,Delivered,01:34:11,12
571,571,Delivered,01:20:43,1
572,572,Delivered,08:18:34,23
573,573,Delivered,03:32:32,18
574,574,Delivered,00:20:01,6
575,575,Delivered,04:20:52,21
576,576,Delivered,01:35:10,16
577,577,Not Delivered,03:03:49,11
578,578,Delivered,02:47:56,2
579,579,Delivered,00:00:54,22
580,580,Delivered,05:29:50,20
581,581,Delivered,02:47:16,3
582,582,Delivered,12:11:38,28
583,583,Delivered,09:43:56,24
584,584,Delivered,03:05:11,31
585,585,Delivered,12:28:53,22
586,586,Delivered,02:10:20,23
587,587,Delivered,04:18:17,25
588,588,Delivered,07:11:14,32
589,589,Delivered,00:01:14,32
590,590,Delivered,05:30:56,9
591,591,Delivered,02:48:56,16
592,592,Delivered,00:58:25,28
593,593,Delivered,10:58:15,10
594,594,Delivered,09:33:16,19
595,595,Delivered,01:41:18,17
596,596,Not Delivered,05:47:45,10
597,597,Delivered,04:34:04,33
598,598,Delivered,01:19:22,22
599,599,Delivered,11:45:10,15
600,600,Delivered,02:45:50,5
601,601,Not Delivered,02:19:32,23
602,602,Delivered,02:48:15,24
603,603,Delivered,11:09:48,8
604,604,Delivered,07:45:12,9
605,605,Delivered,02:36:27,9
606,606,Delivered,08:22:10,8
607,607,Delivered,11:02:44,24
608,608,Delivered,10:41:47,14
609,609,Delivered,08:39:21,30
610,610,Delivered,02:07:21,6
611,611,Not Delivered,02:13:31,10
612,612,Not Delivered,06:06:24,32
613,613,Delivered,10:03:11,27
614,614,Delivered,00:34:02,4
615,615,Delivered,08:38:52,21
616,616,Delivered,10:14:00,9
617,617,Delivered,03:34:53,11
618,618,Delivered,00:30:40,23
619,619,Delivered,11:37:31,30
620,620,Delivered,06:20:52,6
621,621,Delivered,05:15:31,3
622,622,Delivered,07:33:28,6
623,623,Delivered,09:01:01,16
624,624,Delivered,08:04:35,21
625,625,Not Delivered,03:36:50,23
626,626,Delivered,10:54:34,16
627,627,Delivered,05:55:08,32
628,628,Delivered,05:04:27,15
629,629,Delivered,03:35:01,2
630,630,Delivered,01:18:01,1
631,631,Delivered,11:01:20,25
632,632,Delivered,12:26:35,2
633,633,Delivered,05:54:48,24
634,634,Delivered,01:10:22,34
635,635,Delivered,09:22:48,30
636,636,Delivered,12:33:12,19
637,637,Delivered,03:44:02,2
638,638,Delivered,11:20:53,26
639,639,Delivered,04:06:10,32
640,640,Delivered,12:19:22,20
641,641,Delivered,00:35:29,8
642,642,Delivered,10:43:52,10
643,643,Delivered,11:48:37,30
644,644,Delivered,10:53:12,28
645,645,Delivered,04:06:39,10
646,646,Delivered,04:12:43,34
647,647,Delivered,10:32:52,28
648,648,Delivered,09:15:13,6
649,649,Delivered,06:04:34,19
650,650,Delivered,02:20:11,33
651,651,Delivered,02:47:05,17
652,652,Delivered,07:00:47,15
653,653,Delivered,09:52:24,20
654,654,Delivered,01:18:53,17
655,655,Delivered,05:18:11,21
656,656,Delivered,12:52:08,18
657,657,Delivered,05:30:53,3
658,658,Delivered,03:31:59,10
659,659,Delivered,04:27:14,10
660,660,Delivered,11:07:20,8
661,661,Delivered,00:30:51,18
662,662,Not Delivered,08:21:28,26
663,663,Delivered,02:03:28,10
664,664,Delivered,02:48:31,32
665,665,Delivered,06:47:11,23
666,666,Delivered,03:43:41,14
667,667,Delivered,10:42:35,22
668,668,Not Delivered,02:54:26,6
669,669,Delivered,08:15:36,10
670,670,Delivered,00:31:36,6
671,671,Delivered,01:23:04,33
672,672,Delivered,05:06:56,29
673,673,Delivered,10:19:13,31
674,674,Delivered,09:05:14,9
675,675,Delivered,05:26:49,14
676,676,Delivered,00:24:19,28
677,677,Delivered,11:03:18,32
678,678,Delivered,02:31:20,31
679,679,Delivered,05:24:18,12
680,680,Delivered,10:36:42,1
681,681,Delivered,03:01:44,18
682,682,Delivered,04:33:17,17
683,683,Delivered,11:58:20,24
684,684,Delivered,04:40:00,21
685,685,Delivered,06:46:19,20
686,686,Delivered,05:47:28,23
687,687,Delivered,06:08:51,6
688,688,Delivered,00:07:23,17
689,689,Delivered,10:17:58,33
690,690,Delivered,03:32:43,15
691,691,Delivered,04:14:19,15
692,692,Delivered,01:13:00,34
693,693,Delivered,11:09:55,23
694,694,Delivered,05:49:52,22
695,695,Delivered,08:05:53,4
696,696,Delivered,00:52:28,3
697,697,Delivered,04:57:29,8
698,698,Delivered,05:41:10,21
699,699,Delivered,07:21:50,28
700,700,Delivered,05:51:35,9
701,701,Delivered,11:42:53,8
702,702,Delivered,10:39:39,24
703,703,Delivered,09:16:59,13
704,704,Delivered,04:49:40,15
705,705,Delivered,06:15:35,11
706,706,Delivered,11:16:29,5
707,707,Delivered,08:53:53,13
708,708,Not Delivered,11:07:31,5
709,709,Delivered,11:25:54,17
710,710,Delivered,09:18:13,26
711,711,Delivered,11:51:03,24
712,712,Delivered,08:08:06,28
713,713,Delivered,12:03:26,25
714,714,Delivered,03:50:57,8
715,715,Delivered,05:23:53,18
716,716,Delivered,06:41:24,22
717,717,Delivered,11:48:37,28
718,718,Delivered,06:27:30,24
719,719,Delivered,04:19:25,14
720,720,Delivered,10:14:17,17
721,721,Delivered,01:57:25,8
722,722,Delivered,12:39:36,18
723,723,Delivered,12:28:31,18
724,724,Delivered,08:58:19,13
725,725,Not Delivered,07:21:15,22
726,726,Delivered,05:37:13,23
727,727,Delivered,02:28:58,29
728,728,Not Delivered,10:03:39,5
729,729,Delivered,06:39:29,25
730,730,Delivered,03:37:56,15
731,731,Delivered,10:23:32,22
732,732,Delivered,05:33:22,22
733,733,Delivered,04:45:12,15
734,734,Delivered,08:32:49,14
735,735,Not Delivered,04:44:12,25
736,736,Delivered,09:47:47,17
737,737,Delivered,02:09:55,8
738,738,Not Delivered,11:58:06,10
739,739,Delivered,08:06:37,11
740,740,Delivered,05:59:32,23
741,741,Delivered,08:25:30,30
742,742,Delivered,08:56:34,34
743,743,Delivered,12:22:20,11
744,744,Delivered,09:12:23,31
745,745,Delivered,01:36:04,12
746,746,Delivered,11:11:10,25
747,747,Delivered,05:21:29,5
748,748,Delivered,04:34:46,11
749,749,Delivered,00:12:14,21
750,750,Delivered,03:07:51,7
751,751,Delivered,01:48:23,9
752,752,Delivered,09:54:00,25
753,753,Delivered,09:01:42,30
754,754,Delivered,05:58:42,22
755,755,Delivered,02:32:57,7
756,756,Delivered,02:52:17,23
757,757,Delivered,03:52:21,17
758,758,Delivered,07:00:25,2
759,759,Delivered,11:15:31,15
760,760,Delivered,07:37:57,4
761,761,Delivered,12:06:03,12
762,762,Not Delivered,03:11:24,10
763,763,Delivered,06:34:42,33
764,764,Delivered,07:57:11,2
765,765,Not Delivered,06:45:48,7
766,766,Delivered,10:29:05,29
767,767,Delivered,06:34:43,15
768,768,Not Delivered,06:43:42,21
769,769,Delivered,02:33:00,16
770,770,Delivered,00:31:22,9
771,771,Delivered,11:40:13,31
772,772,Delivered,07:02:09,18
773,773,Delivered,06:54:43,26
774,774,Delivered,11:23:21,2
775,775,Delivered,04:30:29,16
776,776,Delivered,06:53:39,18
777,777,Delivered,05:15:44,12
778,778,Delivered,11:24:14,17
779,779,Delivered,04:31:55,23
780,780,Delivered,06:02:47,17
781,781,Not Delivered,09:12:21,27
782,782,Delivered,02:09:01,6
783,783,Delivered,03:51:07,34
784,784,Delivered,03:01:09,5
785,785,Delivered,04:05:53,27
786,786,Delivered,02:43:38,26
787,787,Delivered,05:10:59,17
788,788,Delivered,10:05:53,31
789,789,Not Delivered,01:24:45,2
790,790,Delivered,09:15:01,5
791,791,Delivered,11:27:00,21
792,792,Delivered,07:43:08,26
793,793,Delivered,02:37:12,18
794,794,Delivered,09:49:09,5
795,795,Delivered,01:47:48,26
796,796,Delivered,10:03:45,1
797,797,Delivered,09:57:32,20
798,798,Delivered,04:31:15,17
799,799,Delivered,09:52:51,14
800,800,Delivered,06:08:45,29
801,801,Delivered,07:26:55,23
802,802,Delivered,07:34:07,31
803,803,Delivered,04:29:05,21
804,804,Delivered,00:26:58,10
805,805,Delivered,04:29:51,25
806,806,Not Delivered,00:04:33,4
807,807,Not Delivered,02:22:42,2
808,808,Delivered,06:09:40,23
809,809,Delivered,10:57:28,12
810,810,Delivered,09:09:01,8
811,811,Delivered,01:24:24,31
812,812,Delivered,01:22:49,32
813,813,Delivered,11:03:20,18
814,814,Delivered,09:03:33,3
